X,Y,Z,ASSETID,ELR,Mile,Yards,Chains,Miles_Dec,Chainage
446342.161,360292.797,0,"9004042828",SCB,140,746,33.909,140.42386364,225990.302
327208.197,324261.310000001,0,"9004043050",GNQ2,1,0,0,1,1609.344
446258.372883186,409779.284447788,0,"9004043152",FRC1,0,743,33.773,0.42215909,679.399
229090.521,675070.106000001,0,"9004042931",CON2,23,0,0,23,37014.912
428995.742089687,353736.888021929,0,"9004043214",DJW,141,440,20,141.25,227319.84
445114.913883853,372768.37927986,0,"9004043010",BOC1,7,0,0,7,11265.408
611383.051,300926.494000001,0,"9004043074",NOE,0,0,0,0,0
379320.829,344242.971000001,0,"9004043026",HCM2,6,0,0,6,9656.064
447700.332091993,361352.413288461,0,"9004043022",TSC,141,880,40,141.5,227722.176
431010.432748507,346223.955468732,0,"9004043129",DJW,136,0,0,136,218870.784
378146.730641649,342736.809552567,0,"9004043135",HCM2,7,440,20,7.25,11667.744
385977.537064658,348896.604162779,0,"9004007070",CMD2,17,880,40,17.5,28163.52
615500.763910226,243941.160204789,0,"9004042991",IPD,0,440,20,0.25,402.336
386829.7827153,329551.283093279,0,"9004042789",LEC6,138,1320,60,138.75,223296.48
174223.40079292,45228.7011098817,0,"9004043007",MLN4,306,0,0,306,492459.264
176881.041770435,36805.6630318916,0,"9004043149",FAL1,307,1144,52,307.65,495114.682
180335.334483483,43663.5202168156,0,"9004042807",FAL1,302,0,0,302,486021.888
179432.935410178,42388.651581909,0,"9004042843",FAL1,303,0,0,303,487631.232
430234.593809367,589570.68385668,0,"9004042928",BWC1,5,1320,60,5.75,9253.728
501210.113640451,222658.381232,0,"9004042899",WLN,38,197,8.955,38.11193182,61335.209
356695.491451549,171389.904070623,0,"9004043178",BWW,1,596,27.091,1.33863636,2154.326
246352.892,207705.009,0,"9004042957",CMM,7,440,20,7.25,11667.744
504783.328421796,222189.645009736,0,"9004043107",WLN,35,880,40,35.5,57131.712
534907.224712514,178686.805245318,0,"9004043005",LBC,1,880,40,1.5,2414.016
458176.745637404,103781.796689409,0,"9004043072",FTB,86,0,0,86,138403.584
457984.05730086,104148.157329275,0,"9004042988",FTB,85,1320,60,85.75,138001.248
526313.379450351,168913.19681073,0,"9004042972",MJW,1,880,40,1.5,2414.016
505185.209245224,222172.251002207,0,"9004043121",WLN,35,440,20,35.25,56729.376
529811.578610771,167062.805135411,0,"9004043169",CMJ,4,0,0,4,6437.376
510078.630005174,220839.26899114,0,"9004043081",WLN,31,1649,74.955,31.93693182,51397.51
502531.592023445,222036.268947435,0,"9004043116",WLN,37,0,0,37,59545.728
234768.81097621,635038.739216827,0,"9004042817",HIL,0,0,0,0,0
329092.327930222,325162.680885991,0,"9004043200",GNQ4,21,440,20,21.25,34198.56
428910.948862605,354526.039345273,0,"9004042802",DJW,141,1320,60,141.75,228124.512
459858.319758715,361528.927469196,0,"9004043025",RUB1,0,1320,60,0.75,1207.008
351160.601,370783.859999999,0,"9004043098",MWC,31,95,4.318,31.05397727,49976.532
457696.31404511,407314.576356223,0,"9004043176",BCO,0,0,0,0,0
445759.859795646,371447.924118836,0,"9004043124",BCE,5,1407,63.955,5.79943182,9333.281
349192.944,372575.333000001,0,"9004042874",MWC,32,1320,60,32.75,52706.016
461882.105429682,360961.042885609,0,"9004043196",RUB2,2,440,20,2.25,3621.024
400587.44161028,296207.219381229,0,"9004043185",WGL,0,816,37.091,0.46363636,746.15
241579.926973379,653026.155423345,0,"9004043075",GIF1,0,0,0,0,0
393087.501386917,299395.234063333,0,"9004042813",HTW,53,0,0,53,85295.232
439538.102046809,426037.24678877,0,"9004042963",MEW1,61,176,8,61.1,98330.918
370407.337385504,563830.499961672,0,"9004042868",ALN1,0,399,18.136,0.22670455,364.846
460520.583303152,360687.283060997,0,"9004042992",RUB2,1,880,40,1.5,2414.016
463308.283652513,361140.984989293,0,"9004043071",RUB2,3,440,20,3.25,5230.368
442374.178995818,358081.060572688,0,"9004042871",TSC,137,440,20,137.25,220882.464
400130.8,296425.909,0,"9004043068",WGL,0,0,0,0,0
491815.601437089,334651.412499384,0,"9004043205",GMS,105,0,0,105,168981.12
349045.105,372940.793,0,"9004042882",MWC,33,0,0,33,53108.352
445938.80782136,374427.432192916,0,"9004043143",OXO,0,440,20,0.25,402.336
446167.559091472,371087.710749732,0,"9004042933",BOC1,5,1320,60,5.75,9253.728
459107.696383894,359502.991619959,0,"9004042823",RUC2,1,1100,50,1.625,2615.184
442656.388001867,388489.471816117,0,"9004043054",TNC,0,550,25,0.3125,502.92
473324.623942005,422638.987974142,0,"9004043161",WAG3,74,0,0,74,119091.456
450177.722,357389.002,0,"9004043189",LVX,140,0,0,140,225308.16
332314.703,388811.652000001,0,"9004042950",CCS2,15,0,0,15,24140.16
379265.339654217,343842.758703987,0,"9004043023",HCM2,6,440,20,6.25,10058.4
447362.996441913,361088.067562677,0,"9004042837",TSC,141,440,20,141.25,227319.84
381515.085636263,346650.321824154,0,"9004043182",HCM2,3,1320,60,3.75,6035.04
386581.515265274,400515.457920554,0,"9004042982",MVN1,2,0,0,2,3218.688
444621.119093007,373701.83994399,0,"9004042811",BAC3,155,0,0,155,249448.32
535514.474,178203.166999999,0,"9004043184",LBC,2,0,0,2,3218.688
445619.672896174,374211.718799022,0,"9004042962",OXO,0,0,0,0,0
386439.594567786,330250.714963014,0,"9004042780",LEC6,139,440,20,139.25,224101.152
386151.750073748,330529.420625083,0,"9004042792",LEC6,139,880,40,139.5,224503.488
385510.3069123,331003.467124913,0,"9004042783",LEC6,140,0,0,140,225308.16
283609.016457811,99439.3480242674,0,"9004042886",DAC,179,880,40,179.5,288877.248
443630.25857597,425998.754903764,0,"9004043155",BOO,6,0,0,6,9656.064
429488.644999662,589544.397336918,0,"9004043008",BWC1,6,440,20,6.25,10058.4
535619.86541937,178080.338384214,0,"9004042897",LBC,2,179,8.136,2.10170455,3382.366
531538.066968633,165477.080064393,0,"9004043056",CMJ,5,880,40,5.5,8851.392
355236.720862199,195255.932882354,0,"9004042967",WYE,0,1320,60,0.75,1207.008
250782.296400887,211334.975506748,0,"9004043179",CMM,11,0,0,11,17702.784
535198.823061307,178412.916545632,0,"9004043175",LBC,1,1320,60,1.75,2816.352
534578.986361395,178918.594758565,0,"9004042895",LBC,1,440,20,1.25,2011.68
533000.15030891,180052.353790642,0,"9004042916",LBC,0,88,4,0.05,80.467
518513.563724384,178183.11498002,0,"9004043067",BOK6,10,22,1,10.0125,16113.557
245608.957474598,207373.146763433,0,"9004043003",CMM,6,1320,60,6.75,10863.072
247766.484675701,209462.239665485,0,"9004043105",CMM,8,1320,60,8.75,14081.76
252507.158772458,212190.738890079,0,"9004042971",CMM,12,440,20,12.25,19714.464
349042.685994131,187619.985999399,0,"9004042877",SBK1,146,1551,70.5,146.88125,236382.458
533923.348914386,179383.735065514,0,"9004042997",LBC,0,1320,60,0.75,1207.008
504400.010458447,222148.094767356,0,"9004042959",WLN,35,1320,60,35.75,57534.048
501963.850399938,222586.753932271,0,"9004043048",WLN,37,880,40,37.5,60350.4
428565.5,351853.323000001,0,"9004042859",DJW,140,0,0,140,225308.16
510460.972,195305.34,0,"9004042958",WCG,0,700,31.818,0.39772727,640.08
529033.491959854,167333.498361863,0,"9004043118",CMJ,3,880,40,3.5,5632.704
430794.275695634,346554.153153525,0,"9004043109",DJW,136,440,20,136.25,219273.12
247264.754729134,208479.656044095,0,"9004042839",CMM,8,0,0,8,12874.752
348768.482143275,374126.039337128,0,"9004042880",MWC,33,1320,60,33.75,54315.36
428910.847819902,349071.908685871,0,"9004042819",DJW,138,440,20,138.25,222491.808
460058.259825343,360977.202800203,0,"9004043055",RUB1,1,198,9,1.1125,1790.395
370244.734377128,563785.74322113,0,"9004042894",ALN1,0,0,0,0,0
446147.529430679,371138.581246,0,"9004042866",BCE,5,1100,50,5.625,9052.56
229287.181576877,674990.370549407,0,"9004042798",CON1,0,0,0,0,0
325418.714056815,323210.209332269,0,"9004042842",GNQ3,3,1518,69,3.8625,6216.091
447066.156786891,360855.187407422,0,"9004043141",TSC,141,0,0,141,226917.504
451713.424044422,530483.98962735,0,"9004042975",CLH1,0,380,17.273,0.21590909,347.472
443286.63802551,313573.928833156,0,"9004042855",CFJ,0,0,0,0,0
379405.680633916,345041.958470355,0,"9004042926",HCM2,5,880,40,5.5,8851.392
431156.903714705,345853.711711347,0,"9004043208",DJW,135,1320,60,135.75,218468.448
447920.225628772,375452.555553929,0,"9004043163",BAC3,152,880,40,152.5,245424.96
510037.231929687,220919.847159325,0,"9004043012",WLN,32,0,0,32,51499.008
355276.099,195658.455,0,"9004042949",WYE,1,0,0,1,1609.344
452353.704116493,374534.652447061,0,"9004042825",BAC3,149,748,34,149.425,240476.227
428670.494582908,353018.444311827,0,"9004042969",DJW,140,1320,60,140.75,226515.168
541588.016808127,298137.935175281,0,"9004042935",MSG2,0,0,0,0,0
429593.679717837,347622.149295444,0,"9004043158",DJW,137,440,20,137.25,220882.464
449452.239,375691.713,0,"9004043039",BAC3,151,880,40,151.5,243815.616
448667.168785624,375673.072967159,0,"9004043095",BAC3,152,0,0,152,244620.288
377918.389,342518.703,0,"9004043145",HCM3,0,616,28,0.35,563.27
443384.66920383,359591.021141614,0,"9004043077",TSC,138,880,40,138.5,222894.144
325279.097,323111.365,0,"9004043049",GNQ3,3,0,0,3,4828.032
450062.845039957,358059.41580414,0,"9004042800",LVX,140,740,33.636,140.42045455,225984.816
279257.564,184030.802999999,0,"9004042955",NLP,3,0,0,3,4828.032
228661.732,675203.364,0,"9004042902",CON2,22,1276,58,22.725,36572.342
439519.381140427,426121.726366311,0,"9004043018",MEW1,61,264,12,61.15,98411.386
461509.438718591,403749.414353411,0,"9004042850",MMC,0,0,0,0,0
328240.163961918,324227.136086591,0,"9004043094",GNQ2,0,440,20,0.25,402.336
354436.839095487,430268.180793662,0,"9004043211",PDB,1,0,0,1,1609.344
451779.767,375189.491,0,"9004042848",BAC3,150,0,0,150,241401.6
329765.430048809,327030.789264626,0,"9004043090",GNQ4,20,0,0,20,32186.88
470009.357,174091.966,0,"9004043045",RTR2,36,1555,70.682,36.88352273,59358.276
445983.196174312,371443.841752294,0,"9004043123",BOC1,6,0,0,6,9656.064
235476.223,650448.414000001,0,"9004042973",GIF4,0,509,23.136,0.28920455,465.43
430059.477,583984.603,0,"9004043036",BPO,2,0,0,2,3218.688
379359.923027091,344645.883267892,0,"9004042995",HCM2,5,1320,60,5.75,9253.728
445620.644,374213.011,0,"9004042952",BAC3,154,0,0,154,247838.976
235673.14999871,650388.555050787,0,"9004042947",GIF3,0,1738,79,0.9875,1589.227
615248.274028244,243948.76074641,0,"9004043207",IPD,0,153,6.955,0.08693182,139.903
545146.287034409,100453.729851501,0,"9004043009",NHB,56,1715,77.955,56.97443182,91691.46
510855.327687072,179426.601268956,0,"9004022267",MLN1,10,440,20,10.25,16495.776
387544.781921748,328108.543272441,0,"9004042785",LEC6,137,1320,60,137.75,221687.136
386651.893784453,329910.994351876,0,"9004042786",LEC6,139,0,0,139,223698.816
174479.218126034,45249.5161780903,0,"9004043086",MLN3,305,1429,64.955,305.81193182,492156.598
174479.218126034,45249.5161780903,0,"9004042968",MLN4,305,1474,67,305.8375,492197.746
178030.361711981,39782.6060761856,0,"9004043173",FAL1,305,0,0,305,490849.92
284002.369713381,99477.4128411052,0,"9004042863",DAC,179,440,20,179.25,288474.912
429864.154996948,589518.23471997,0,"9004043096",BWC1,6,0,0,6,9656.064
545028.240881458,100793.989505475,0,"9004042812",NHB,56,1320,60,56.75,91330.272
530272.98197336,184221.141824637,0,"9004042938",CRF3,1,0,0,1,1609.344
509341.580836703,195780.604813052,0,"9004043001",CCG2,17,1320,60,17.75,28565.856
544842.11738087,184132.170070078,0,"9004043006",BTE,8,242,11,8.1375,13096.037
511142.966474614,195862.242850865,0,"9004042936",WCG,0,0,0,0,0
460054.764050021,360992.62970723,0,"9004042910",BLC,1,198,9,1.1125,1790.395
435395.810778795,563801.629627278,0,"9004042961",BNY1,2,120,5.455,2.06818182,3328.416
508943.825853598,195841.073891937,0,"9004042840",CCG2,18,0,0,18,28968.192
251765.004229412,211943.162740237,0,"9004043165",CMM,11,1320,60,11.75,18909.792
249017.336,210450.261,0,"9004042806",CMM,9,1320,60,9.75,15691.104
348941.315664526,373328.445519454,0,"9004042944",MWC,33,440,20,33.25,53510.688
459639.443515773,361955.0369442,0,"9004043111",RUB1,0,880,40,0.5,804.672
446724.356710593,360435.682042794,0,"9004043106",SCB,141,1621,73.682,141.92102273,228399.746
444959.782855589,373140.950345789,0,"9004042833",BOC1,7,440,20,7.25,11667.744
460008.408137889,363386.066058013,0,"9004042980",CCN,9,1232,56,9.7,15610.637
428682.387853734,351055.826996584,0,"9004043091",DJW,139,880,40,139.5,224503.488
461307.453156593,360845.607830299,0,"9004043030",RUB2,2,0,0,2,3218.688
430323.545385406,584183.61989764,0,"9004042830",WTB,2,0,0,2,3218.688
387191.011493037,400659.457870009,0,"9004043100",MVN1,2,689,31.318,2.39147727,3848.71
228661.732,675203.364,0,"9004043127",CON3,22,1276,58,22.725,36572.342
428979.689951454,354149.182302049,0,"9004042911",DJW,141,880,40,141.5,227722.176
353221.966,429580.24,0,"9004043020",PDB,0,64,2.909,0.03636364,58.522
349899.364354733,371603.914680579,0,"9004043166",MWC,32,0,0,32,51499.008
386975.121769813,400584.44750796,0,"9004043070",MVN1,2,440,20,2.25,3621.024
445438.30080984,372033.721277804,0,"9004042875",BOC1,6,880,40,6.5,10460.736
328592.919,324333.681,0,"9004042849",GNQ2,0,0,0,0,0
325884.536,323337.699999999,0,"9004043136",GNQ2,2,0,0,2,3218.688
457497.537,407518.891000001,0,"9004043197",BCO,0,550,25,0.3125,502.92
473326.27065881,422635.294752309,0,"9004043035",GDL,0,0,0,0,0
328592.919,324333.681,0,"9004043128",GNQ4,21,1474,67,21.8375,35144.05
349383.977,372222.743000001,0,"9004042904",MWC,32,880,40,32.5,52303.68
446067.316596245,360158.761861557,0,"9004043168",TSC,140,440,20,140.25,225710.496
470908.716,173939.627,0,"9004042822",RTR2,36,580,26.364,36.32954545,58466.736
258000.944,663178.562999999,0,"9004042960",ZZE6,0,0,0,0,0
258314.485,663436.709000001,0,"9004043164",ZZE6,0,453,20.591,0.25738636,414.223
442384.484995191,358462.514700203,0,"9004043047",TSC,137,880,40,137.5,221284.8
460015.479,361155.047,0,"9004042924",RUB1,1,0,0,1,1609.344
491548.057280036,334952.031769856,0,"9004043192",GMS,105,440,20,105.25,169383.456
429029.096,348682.49,0,"9004043017",DJW,138,0,0,138,222089.472
461716.960325287,404255.32773808,0,"9004043016",MMC,0,1342,61,0.7625,1227.125
428815.774,349462.056,0,"9004043170",DJW,138,880,40,138.5,222894.144
518815.499,295654.641000001,0,"9004043044",FAS,1,1626,73.909,1.92386364,3096.158
530240.060422093,190504.863410957,0,"9004016115",HDB,5,0,0,5,8046.72
455587.563833857,431470.7314457,0,"9004043226",HSC,174,1320,60,174.75,281232.864
332646.072818997,669692.846739648,0,"9004043225",NDE1,5,1737,78.955,5.98693182,9635.033
530091.44121127,191171.878081942,0,"9004043221",HDB,5,880,40,5.5,8851.392
519651.956234506,229465.159228531,0,"9004010551",ECM1,31,1320,60,31.75,51096.672
529983.02999282,190801.915733932,0,"9004043216",HDB,5,440,20,5.25,8449.056
454785.561935984,431532.466550874,0,"9004043215",HSC,175,440,20,175.25,282037.536
530380.48396608,190269.03831677,0,"9004043227",HDB,4,1460,66.364,4.82954545,7772.4
455937.509469574,431281.042957797,0,"9004043219",HSC,174,880,40,174.5,280830.528
456181.007606234,430962.183969293,0,"9004043224",HSC,174,440,20,174.25,280428.192
455187.164342158,431508.448203193,0,"9004043223",HSC,175,0,0,175,281635.2
386382.58621308,347357.049763755,0,"9004007074",CMD2,18,880,40,18.5,29772.864
174569.157030973,45293.6899688205,0,"9004023442",MLN3,305,1320,60,305.75,492056.928
244122.729837174,67412.3577151226,0,"9004043153",DAC,220,0,0,220,354055.68
245974.053,207537.532,0,"9004042917",CMM,7,0,0,7,11265.408
305309.726344635,182753.33901493,0,"9004043210",LTR,1,440,20,1.25,2011.68
349228.898845794,187656.23653351,0,"9004042856",SBK2,0,0,0,0,0
248458.162995875,209848.032710326,0,"9004042818",CMM,9,440,20,9.25,14886.432
306624.201206538,184011.230422471,0,"9004042985",LTR,2,880,40,2.5,4023.36
446420.233,374926.119999999,0,"9004043198",BAC3,153,880,40,153.5,247034.304
544567.54741618,184202.424090718,0,"9004043028",BTE,7,1319,59.955,7.74943182,12471.502
304568.279802216,182562.882061058,0,"9004043134",MWY,0,1320,60,0.75,1207.008
462112.128235377,361007.179247784,0,"9004043162",RUB2,2,880,40,2.5,4023.36
529924.277292127,183546.00070634,0,"9004042984",CRF3,0,0,0,0,0
518779.146544098,178263.033839021,0,"9004043190",BOK6,9,1495,67.955,9.84943182,15851.124
533609.218792515,179635.016168071,0,"9004043119",LBC,0,880,40,0.5,804.672
459531.977247041,362180.369065293,0,"9004042861",RUC1,0,0,0,0,0
434664.680908348,343379.031106638,0,"9004043156",DJW,133,0,0,133,214042.752
445300.696950863,359964.392320726,0,"9004042884",TSC,139,1320,60,139.75,224905.824
445409.856833126,373872.749877296,0,"9004042854",BAC3,154,440,20,154.25,248241.312
459767.974093197,362658.862083081,0,"9004042869",CCN,9,198,9,9.1125,14665.147
234194.120981417,633957.816972802,0,"9004042914",HIL,0,1400,63.636,0.79545455,1280.16
332451.107109671,388470.741544682,0,"9004042873",CCS2,14,1200,54.545,14.68181818,23628.096
432268.279717188,344772.422120859,0,"9004043113",DJW,134,1320,60,134.75,216859.104
519144.7311514,296754.695739039,0,"9004042835",FAS,0,0,0,0,0
446249.154940671,370695.137018754,0,"9004043125",BOC1,5,880,40,5.5,8851.392
444707.229949281,373733.156007163,0,"9004042986",SEY,152,660,30,152.375,245223.792
449073.719338641,375733.065168307,0,"9004043073",BAC3,151,1320,60,151.75,244217.952
444481.070474594,373786.21420665,0,"9004043037",SEY,152,440,20,152.25,245022.624
377543.232868344,342182.587492199,0,"9004043159",HCM2,7,1320,60,7.75,12472.416
446756.452347184,360611.703489554,0,"9004043209",TSC,140,1320,60,140.75,226515.168
305887.67,183769.575999999,0,"9004042853",LTR,2,0,0,2,3218.688
429579.614885305,584684.008534988,0,"9004043099",BPO,1,690,31.364,1.39204545,2240.28
329302.154275522,325505.510450179,0,"9004043203",GNQ4,21,0,0,21,33796.224
430504.759050338,346832.645808089,0,"9004043097",DJW,136,880,40,136.5,219675.456
376890.559,342080.806,0,"9004043027",HCM2,8,307,13.955,8.17443182,13155.473
440136.754,365641.456,0,"9004043212",ACP,142,845,38.409,142.48011364,229299.516
439662.194,367085.354,0,"9004043085",ACP,143,846,38.455,143.48068182,230909.774
615151.210849107,243995.74542899,0,"9004042567",IPD,0,35,1.591,0.01988636,32.004
600754.32270478,225836.743754469,0,"9004007885",COC,52,1428,64.909,52.81136364,84991.651
615122.174656099,244009.180839174,0,"9004042568",IPD,0,0,0,0,0
178956.456619566,41050.9882945021,0,"9004042954",FAL1,304,0,0,304,489240.576
443332.779157391,425831.769823709,0,"9004043040",BOO,6,373,16.955,6.21193182,9997.135
293538.32440531,93696.0200744397,0,"9004043024",EMT,0,0,0,0,0
247458.312447511,208812.981890296,0,"9004043140",CMM,8,440,20,8.25,13277.088
458364.961083789,103423.942840692,0,"9004042860",FTB,86,440,20,86.25,138805.92
303470.883179581,181493.145799988,0,"9004042906",ELY,0,1034,47,0.5875,945.49
243951.719,206562.517999999,0,"9004043043",CMM,5,880,40,5.5,8851.392
243599.910804511,206400.8358849,0,"9004043144",CMM,5,440,20,5.25,8449.056
528658.764563288,167463.864804034,0,"9004043130",CMJ,3,440,20,3.25,5230.368
530497.127978048,166657.949052885,0,"9004043114",CMJ,4,880,40,4.5,7242.048
244813.73,207343.555,0,"9004042915",CMM,6,440,20,6.25,10058.4
358605.358021422,172271.423480594,0,"9004043062",BHB,119,176,8,119.1,191672.87
249334.698612864,210672.385232871,0,"9004042804",CMM,10,0,0,10,16093.44
457612.923408842,104853.792222674,0,"9004043058",FTB,85,440,20,85.25,137196.576
527601.908,168005.618000001,0,"9004042951",MJW,2,880,40,2.5,4023.36
279229.944419124,184094.095111058,0,"9004042903",NLP,2,1690,76.818,2.96022727,4764.024
243220.067858719,206177.194328027,0,"9004042896",CMM,5,0,0,5,8046.72
530986.755249745,166026.289676355,0,"9004043102",CMJ,5,0,0,5,8046.72
241097.644,652533.704,0,"9004042964",GIF2,0,0,0,0,0
431604.898576582,345186.398438455,0,"9004043204",DJW,135,440,20,135.25,217663.776
428499.226,352650.157,0,"9004042801",DJW,140,880,40,140.5,226112.832
380414.647,346162.261,0,"9004042987",HCM2,4,880,40,4.5,7242.048
530164.828999499,166902.380494024,0,"9004042829",CMJ,4,440,20,4.25,6839.712
529409.818391625,167202.576515856,0,"9004043147",CMJ,3,1320,60,3.75,6035.04
329430.727,329878.191,0,"9004043069",GNQ4,18,374,17,18.2125,29310.178
244243.24072287,206828.742634189,0,"9004042883",CMM,5,1320,60,5.75,9253.728
435665.766110702,564332.949068426,0,"9004043053",BNY1,1,1320,60,1.75,2816.352
379735.820515419,345786.249416374,0,"9004043187",HCM2,5,0,0,5,8046.72
382302.518245634,346671.905967852,0,"9004042974",HCM2,3,440,20,3.25,5230.368
329838.551196251,327427.225063951,0,"9004042999",GNQ4,19,1320,60,19.75,31784.544
447956.245,361663.1,0,"9004043174",TSC,141,1320,60,141.75,228124.512
229650.362866144,674859.860500206,0,"9004042846",CON1,0,417,18.955,0.23693182,381.305
428795.532069219,349863.02672582,0,"9004042891",DJW,138,1320,60,138.75,223296.48
349625.240444428,371894.759470121,0,"9004043188",MWC,32,440,20,32.25,51901.344
449834.395902534,375538.634027383,0,"9004043112",BAC3,151,440,20,151.25,243413.28
458860.848479354,358917.298793195,0,"9004042921",RUC1,2,184,8.364,2.10454545,3386.938
325195.909674725,323048.891473726,0,"9004042888",GNQ3,2,836,38,2.475,3983.126
444526.242275554,359791.226005968,0,"9004043213",TSC,139,440,20,139.25,224101.152
460342.510127175,359607.435796043,0,"9004042907",BLC,2,0,0,2,3218.688
236786.655,651340.308,0,"9004043206",GIF3,0,0,0,0,0
429893.733662514,347351.124445375,0,"9004042966",DJW,137,0,0,137,220480.128
327862.850241223,324260.997925118,0,"9004043013",GNQ2,0,880,40,0.5,804.672
377853.728665181,342439.938618125,0,"9004042824",HCM2,7,880,40,7.5,12070.08
444124.611720788,359830.215916743,0,"9004042909",TSC,139,0,0,139,223698.816
507175.644,222015.700999999,0,"9004043110",WLN,34,0,0,34,54717.696
241097.644,652533.704,0,"9004042929",GIF1,0,414,18.818,0.23522727,378.562
428495.16810975,352269.007370783,0,"9004043103",DJW,140,440,20,140.25,225710.496
424978.795,560601.988,0,"9004043171",LFL,0,0,0,0,0
460746.673,409993.786,0,"9004042827",TMP,164,1004,45.636,164.57045455,264850.474
452138.342869309,374980.072144612,0,"9004043150",BAC3,149,1320,60,149.75,240999.264
446051.516647667,374722.986792439,0,"9004042983",BAC3,153,1320,60,153.75,247436.64
435491.013225008,563962.680474739,0,"9004043202",BNY1,2,0,0,2,3218.688
350844.516,370874.189999999,0,"9004042932",MWC,31,440,20,31.25,50292
611349.947218039,300908.876942926,0,"9004042838",NOE,0,41,1.864,0.02329545,37.49
443010.018041345,388688.344222186,0,"9004042892",TNC,0,0,0,0,0
235915.703075655,650458.710047769,0,"9004042934",GIF4,0,0,0,0,0
432650.177837606,344609.223642056,0,"9004043183",DJW,134,880,40,134.5,216456.768
328881.584534939,324818.351874025,0,"9004042981",GNQ4,21,880,40,21.5,34600.896
446444.672274082,360356.037947866,0,"9004042845",SCB,140,880,40,140.5,226112.832
444719.874415535,373642.368351973,0,"9004043142",BAC3,154,1320,60,154.75,249045.984
534247.898379029,179146.257729265,0,"9004043172",LBC,1,0,0,1,1609.344
387975.792482633,345604.236199301,0,"9004007080",CMD2,20,0,0,20,32186.88
317218.497904327,209143.32973447,0,"9004042759",EBW,19,1320,60,19.75,31784.544
387364.90955407,328468.37176498,0,"9004042781",LEC6,138,0,0,138,222089.472
430448.037854775,589235.216271291,0,"9004043104",BWC1,5,880,40,5.5,8851.392
429180.363572871,589798.095498308,0,"9004043122",BWC1,6,880,40,6.5,10460.736
281183.909303225,678554.725850801,0,"9004043061",GHL,-1,9688,440.364,4.50454545,7249.363
544977.791566458,100870.99644675,0,"9004043015",NHB,56,1220,55.455,56.69318182,91238.832
314241.713550339,194416.983893198,0,"9004042851",CYA,13,1579,71.773,13.89715909,22365.31
305540.507364664,183078.416372101,0,"9004042885",LTR,1,880,40,1.5,2414.016
508720.418999832,221598.676018336,0,"9004043108",WLN,33,0,0,33,53108.352
526007.4937343,169140.555454298,0,"9004042994",MJW,1,440,20,1.25,2011.68
531233.144483228,165711.776658737,0,"9004042805",CMJ,5,440,20,5.25,8449.056
530751.835020883,166362.185967688,0,"9004042979",CMJ,4,1320,60,4.75,7644.384
505989.663543888,222184.252005018,0,"9004042996",WLN,34,1320,60,34.75,55924.704
279927.534,183748.450999999,0,"9004043137",NLP,3,752,34.182,3.42727273,5515.661
249725.855941452,210821.013977754,0,"9004043051",CMM,10,440,20,10.25,16495.776
525664.131655824,169395.729255776,0,"9004042797",MJW,1,0,0,1,1609.344
457422.736098161,105220.206799258,0,"9004043082",FTB,85,0,0,85,136794.24
314391.456532232,194998.570883851,0,"9004043181",CYA,15,175,7.955,15.09943182,24300.18
304977.203124966,182594.00793338,0,"9004043138",MWY,1,0,0,1,1609.344
355228.671858661,430600.155884043,0,"9004042913",PDB,1,1166,53,1.6625,2675.534
459124.696366378,409869.189999964,0,"9004043078",TMP,163,979,44.5,163.55625,263218.27
305005.423,182596.153999999,0,"9004042872",MWY,1,87,3.955,1.04943182,1688.897
248111.400522332,209681.871662773,0,"9004042893",CMM,9,0,0,9,14484.096
510081.064872508,195477.152057659,0,"9004043083",CCG2,17,440,20,17.25,27761.184
443392.18367687,311481.772005706,0,"9004043034",CFJ,1,778,35.364,1.44204545,2320.747
451438.770312777,530787.610020803,0,"9004043133",CLH1,0,924,42,0.525,844.906
446202.128973119,370305.372890531,0,"9004042821",BOC1,5,461,20.955,5.26193182,8468.258
445704.852745316,360068.283170553,0,"9004043115",TSC,140,0,0,140,225308.16
464508.735835129,361179.65498958,0,"9004043046",RUB2,4,0,0,4,6437.376
236786.655,651340.308,0,"9004043089",GIF2,2,1540,70,2.875,4626.864
379546.165825124,345429.688599055,0,"9004042930",HCM2,5,440,20,5.25,8449.056
381152.203505646,346486.349227122,0,"9004043126",HCM2,4,0,0,4,6437.376
452327.142623954,374639.822150366,0,"9004043065",BAC3,149,880,40,149.5,240596.928
451377.770037419,375299.260716721,0,"9004043032",BAC3,150,440,20,150.25,241803.936
385844.948058673,399893.746353932,0,"9004042879",ORG,0,0,0,0,0
443727.24962626,359794.862841866,0,"9004042998",TSC,138,1320,60,138.75,223296.48
446244.974823092,410457.695969969,0,"9004043042",FRC1,0,0,0,0,0
457534.87,407515.993000001,0,"9004043139",BNJ,0,396,18,0.225,362.102
431920.066210704,344938.304486412,0,"9004042796",DJW,135,0,0,135,217261.44
442510.764,358793.040999999,0,"9004043199",TSC,137,1320,60,137.75,221687.136
430097.853,583471.765000001,0,"9004042977",BPO,2,586,26.636,2.33295455,3754.526
448298.027541641,375611.285663667,0,"9004042942",BAC3,152,440,20,152.25,245022.624
445277.408284794,372376.666313487,0,"9004043060",BOC1,6,1320,60,6.75,10863.072
446954.32915564,374011.868773772,0,"9004042940",OXO,1,0,0,1,1609.344
325418.715,323210.208000001,0,"9004042953",GNQ2,2,844,38.364,2.47954545,3990.442
